key	value
T=220.4988 || screenImage=frame3343.png	[{"center":"(1244.0,436.0)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"13.27448","viewed":"0.0","rotationSpeed":"0","translationSpeed":"0.105187803322898","size":"(373,147)"}]
T=225.0042 || screenImage=frame3420.png	[{"center":"(1162.0,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.23696","viewed":"3.0","rotationSpeed":"4.0158393479559","translationSpeed":"0.0147615019210285","size":"(55,45)"}]
T=225.0338 || screenImage=frame3420.png	[{"center":"(1162.0,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.23696","viewed":"3.1622776601683795","rotationSpeed":"4.0158393479559","translationSpeed":"0.0147615019210285","size":"(55,45)"}]
T=225.0672 || screenImage=frame3421.png	[{"center":"(1163.5,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.18629","viewed":"2.0615528128088303","rotationSpeed":"4.09107525951154","translationSpeed":"0.0142439528646157","size":"(58,45)"}]
T=225.1015 || screenImage=frame3421.png	[{"center":"(1163.5,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.18629","viewed":"2.692582403567252","rotationSpeed":"4.09107525951154","translationSpeed":"0.0142439528646157","size":"(58,45)"}]
T=226.6873 || screenImage=frame3449.png	[{"center":"(1384.0,388.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.6831","viewed":"1.0","rotationSpeed":"0","translationSpeed":"0","size":"(17,33)"}]
T=227.2007 || screenImage=frame3457.png	[{"center":"(1398.5,387.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.34703","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=227.2443 || screenImage=frame3458.png	[{"center":"(1400.5,387.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.30626","viewed":"4.301162633521313","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=23.60563 || screenImage=frame268.png	[{"center":"(492.5,442.5)","visible":"true","name":"Tyota-Harrier-01","cameraDistance":"17.82435","viewed":"4.743416490252569","rotationSpeed":"0","translationSpeed":"0","size":"(176,66)"}]
T=231.7462 || screenImage=frame3530.png	[{"center":"(1012.5,426.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"21.0348","viewed":"4.924428900898052","rotationSpeed":"0","translationSpeed":"0.697444511072223","size":"(16,41)"}]
T=232.5776 || screenImage=frame3549.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.71826","viewed":"0.0","rotationSpeed":"0","translationSpeed":"0.430117721717865","size":"(17,43)"}]
T=232.61293333333333 || screenImage=frame3549.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.71826","viewed":"3.1622776601683795","rotationSpeed":"0","translationSpeed":"0.430117721717865","size":"(17,43)"}]
T=232.6306 || screenImage=frame3550.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.64342","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"0.511188967490854","size":"(17,43)"}]
T=232.6641 || screenImage=frame3550.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.64342","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"0.511188967490854","size":"(17,43)"}]
T=232.71583333333334 || screenImage=frame3551.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.57137","viewed":"2.0","rotationSpeed":"0","translationSpeed":"0.53446301399158","size":"(17,43)"}]
T=233.8453 || screenImage=frame3571.png	[{"center":"(1011.0,428.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"18.21878","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0.497954842310576","size":"(19,42)"}]
T=234.7307 || screenImage=frame3586.png	[{"center":"(799.5,422.0)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"33.47124","viewed":"4.6097722286464435","rotationSpeed":"0","translationSpeed":"0","size":"(1600,619)"}]
T=234.7577 || screenImage=frame3587.png	[{"center":"(799.5,422.0)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"33.51339","viewed":"3.5","rotationSpeed":"0","translationSpeed":"0","size":"(1600,619)"}]
T=236.1551 || screenImage=frame3611.png	[{"center":"(759.5,422.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.655783","viewed":"4.949747468305833","rotationSpeed":"0","translationSpeed":"0.567665687535033","size":"(56,86)"}]
T=237.2336 || screenImage=frame3630.png	[{"center":"(758.5,426.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.368833","viewed":"1.5811388300841898","rotationSpeed":"0","translationSpeed":"0.796784274152119","size":"(58,78)"}]
T=237.24615 || screenImage=frame3631.png	[{"center":"(758.5,427.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.358485","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0.688659106000247","size":"(58,77)"}]
T=237.4946 || screenImage=frame3635.png	[{"center":"(756.5,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.31894","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"0.706393128599116","size":"(58,76)"}]
T=237.80625 || screenImage=frame3640.png	[{"center":"(754.0,430.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.273561","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"0.71284021184903","size":"(57,75)"}]
T=237.8212 || screenImage=frame3641.png	[{"center":"(753.5,430.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.264862","viewed":"4.301162633521313","rotationSpeed":"0","translationSpeed":"0.662827870471673","size":"(58,76)"}]
T=237.9379 || screenImage=frame3643.png	[{"center":"(752.0,431.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.246713","viewed":"4.6097722286464435","rotationSpeed":"0","translationSpeed":"0.711373984791354","size":"(57,76)"}]
T=237.9663 || screenImage=frame3643.png	[{"center":"(752.0,431.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.246713","viewed":"4.5","rotationSpeed":"0","translationSpeed":"0.711373984791354","size":"(57,76)"}]
T=239.23123333333334 || screenImage=frame3665.png	[{"center":"(1007.5,426.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"12.38447","viewed":"4.743416490252569","rotationSpeed":"0","translationSpeed":"0.50461426822333","size":"(26,46)"}]
T=245.0776 || screenImage=frame3765.png	[{"center":"(860.5,369.5)","visible":"true","name":"Car kraz N220114","cameraDistance":"1.894368","viewed":"2.5495097567963922","rotationSpeed":"9.05896701699769","translationSpeed":"0.572126445768085","size":"(1478,740)"}]
T=246.8577 || screenImage=frame3798.png	[{"center":"(1361.0,426.5)","visible":"true","name":"White worker 2","cameraDistance":"33.04552","viewed":"2.692582403567252","rotationSpeed":"0","translationSpeed":"0","size":"(27,34)"}]
T=247.19165 || screenImage=frame3800.png	[{"center":"(1333.5,425.0)","visible":"true","name":"White worker 2","cameraDistance":"32.98978","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0","size":"(24,33)"}]
T=247.282 || screenImage=frame3801.png	[{"center":"(1317.0,424.5)","visible":"true","name":"White worker 2","cameraDistance":"32.96333","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0","size":"(23,34)"}]
T=247.3212 || screenImage=frame3802.png	[{"center":"(1308.0,424.5)","visible":"true","name":"White worker 2","cameraDistance":"32.93385","viewed":"3.3541019662496847","rotationSpeed":"0","translationSpeed":"0","size":"(23,34)"}]
T=25.8334725 || screenImage=frame298.png	[{"center":"(693.0,409.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"24.3125","viewed":"3.1622776601683795","rotationSpeed":"0","translationSpeed":"1.0556068712287","size":"(13,45)"}]
T=25.85125 || screenImage=frame298.png	[{"center":"(693.0,409.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"24.3125","viewed":"2.8284271247461903","rotationSpeed":"0","translationSpeed":"1.0556068712287","size":"(13,45)"}]
T=25.870723333333334 || screenImage=frame299.png	[{"center":"(693.5,409.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"24.19007","viewed":"1.8027756377319946","rotationSpeed":"0","translationSpeed":"1.24507359569495","size":"(12,45)"}]
T=255.8228 || screenImage=frame3939.png	[{"center":"(898.0,425.0)","visible":"true","name":"Worker white 1","cameraDistance":"24.71925","viewed":"4.47213595499958","rotationSpeed":"0","translationSpeed":"0.369905178642245","size":"(15,33)"}]
T=255.84455 || screenImage=frame3939.png	[{"center":"(898.0,425.0)","visible":"true","name":"Worker white 1","cameraDistance":"24.71925","viewed":"4.47213595499958","rotationSpeed":"0","translationSpeed":"0.369905178642245","size":"(15,33)"}]
T=256.129 || screenImage=frame3944.png	[{"center":"(762.0,408.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"31.42209","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(15,34)"}]
T=256.3299 || screenImage=frame3947.png	[{"center":"(762.0,408.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"31.36593","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0","size":"(15,34)"}]
T=256.3434 || screenImage=frame3947.png	[{"center":"(762.0,408.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"31.36593","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0","size":"(15,34)"}]
T=256.3569 || screenImage=frame3948.png	[{"center":"(762.0,408.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"31.34651","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(15,34)"}]
T=257.48735 || screenImage=frame3965.png	[{"center":"(922.5,320.5)","visible":"true","name":"powerline","cameraDistance":"57.61092","viewed":"4.527692569068709","rotationSpeed":"0","translationSpeed":"0","size":"(290,74)"}]
T=257.5059 || screenImage=frame3966.png	[{"center":"(922.5,320.5)","visible":"true","name":"powerline","cameraDistance":"57.59179","viewed":"4.527692569068709","rotationSpeed":"0","translationSpeed":"0","size":"(290,74)"}]
T=257.8953 || screenImage=frame3972.png	[{"center":"(923.5,320.5)","visible":"true","name":"powerline","cameraDistance":"57.47773","viewed":"2.5495097567963922","rotationSpeed":"0","translationSpeed":"0","size":"(292,74)"}]
T=26.017493333333334 || screenImage=frame301.png	[{"center":"(695.5,410.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"23.95943","viewed":"4.272001872658765","rotationSpeed":"0","translationSpeed":"1.15942791334943","size":"(12,45)"}]
T=26.84217 || screenImage=frame312.png	[{"center":"(705.0,411.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.68772","viewed":"2.8284271247461903","rotationSpeed":"0","translationSpeed":"1.18090984775342","size":"(13,49)"}]
T=26.86831 || screenImage=frame312.png	[{"center":"(705.0,411.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.68772","viewed":"1.0","rotationSpeed":"0","translationSpeed":"1.18090984775342","size":"(13,49)"}]
T=26.89445 || screenImage=frame312.png	[{"center":"(705.0,411.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.68772","viewed":"1.0","rotationSpeed":"0","translationSpeed":"1.18090984775342","size":"(13,49)"}]
T=26.910823333333333 || screenImage=frame313.png	[{"center":"(706.0,411.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.566","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"1.23150894068342","size":"(13,49)"}]
T=26.927196666666667 || screenImage=frame313.png	[{"center":"(706.0,411.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.566","viewed":"4.242640687119285","rotationSpeed":"0","translationSpeed":"1.23150894068342","size":"(13,49)"}]
T=26.96968 || screenImage=frame313.png	[{"center":"(706.0,411.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.566","viewed":"2.23606797749979","rotationSpeed":"0","translationSpeed":"1.23150894068342","size":"(13,49)"}]
T=26.99579 || screenImage=frame314.png	[{"center":"(707.0,412.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.44343","viewed":"2.8284271247461903","rotationSpeed":"0","translationSpeed":"1.4440551677566","size":"(13,49)"}]
T=262.7966333333333 || screenImage=frame4050.png	[{"center":"(963.5,422.0)","visible":"true","name":"White worker 2","cameraDistance":"28.38195","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(14,27)"}]
T=262.8237666666667 || screenImage=frame4051.png	[{"center":"(963.5,422.0)","visible":"true","name":"White worker 2","cameraDistance":"28.36378","viewed":"4.5","rotationSpeed":"0","translationSpeed":"0","size":"(14,27)"}]
T=263.15133333333335 || screenImage=frame4056.png	[{"center":"(923.5,421.5)","visible":"true","name":"Worker Walker 1","cameraDistance":"27.16263","viewed":"3.5355339059327378","rotationSpeed":"0","translationSpeed":"0.703460447374384","size":"(12,32)"}]
T=263.54613333333333 || screenImage=frame4062.png	[{"center":"(964.5,422.0)","visible":"true","name":"White worker 2","cameraDistance":"28.15262","viewed":"2.5","rotationSpeed":"0","translationSpeed":"0","size":"(14,27)"}]
T=263.5824 || screenImage=frame4063.png	[{"center":"(964.5,422.0)","visible":"true","name":"White worker 2","cameraDistance":"28.13387","viewed":"2.0615528128088303","rotationSpeed":"0","translationSpeed":"0","size":"(14,27)"}]
T=263.604 || screenImage=frame4063.png	[{"center":"(964.5,422.0)","visible":"true","name":"White worker 2","cameraDistance":"28.13387","viewed":"1.8027756377319946","rotationSpeed":"0","translationSpeed":"0","size":"(14,27)"}]
T=263.6518 || screenImage=frame4064.png	[{"center":"(964.5,422.0)","visible":"true","name":"White worker 2","cameraDistance":"28.11456","viewed":"2.5","rotationSpeed":"0","translationSpeed":"0","size":"(14,27)"}]
T=263.67094999999995 || screenImage=frame4064.png	[{"center":"(964.5,422.0)","visible":"true","name":"White worker 2","cameraDistance":"28.11456","viewed":"4.5","rotationSpeed":"0","translationSpeed":"0","size":"(14,27)"}]
T=264.2099 || screenImage=frame4073.png	[{"center":"(766.0,437.0)","visible":"true","name":"Yellow Worker 4","cameraDistance":"11.58064","viewed":"3.1622776601683795","rotationSpeed":"0","translationSpeed":"0.407742611769242","size":"(41,53)"}]
T=264.3773 || screenImage=frame4075.png	[{"center":"(764.0,437.5)","visible":"true","name":"Yellow Worker 4","cameraDistance":"11.5445","viewed":"4.272001872658765","rotationSpeed":"0","translationSpeed":"0.507063453981843","size":"(41,54)"}]
T=264.74295 || screenImage=frame4081.png	[{"center":"(757.5,410.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"28.76404","viewed":"3.5355339059327378","rotationSpeed":"0","translationSpeed":"0","size":"(16,38)"}]
T=266.4026 || screenImage=frame4105.png	[{"center":"(709.5,382.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"20.55017","viewed":"2.5","rotationSpeed":"0","translationSpeed":"0","size":"(8,37)"}]
T=266.4213 || screenImage=frame4106.png	[{"center":"(709.5,381.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"20.53173","viewed":"2.9154759474226504","rotationSpeed":"0","translationSpeed":"0","size":"(8,38)"}]
T=266.7821 || screenImage=frame4113.png	[{"center":"(698.0,421.0)","visible":"true","name":"rung^ladder","cameraDistance":"20.59374","viewed":"4.123105625617661","rotationSpeed":"0","translationSpeed":"0","size":"(49,63)"}]
T=267.424 || screenImage=frame4124.png	[{"center":"(705.0,450.0)","visible":"true","name":"Yellow Worker 4","cameraDistance":"10.82881","viewed":"4.0","rotationSpeed":"0","translationSpeed":"0.360088638332657","size":"(45,61)"}]
T=267.4675 || screenImage=frame4124.png	[{"center":"(705.0,450.0)","visible":"true","name":"Yellow Worker 4","cameraDistance":"10.82881","viewed":"3.1622776601683795","rotationSpeed":"0","translationSpeed":"0.360088638332657","size":"(45,61)"}]
T=267.8537 || screenImage=frame4131.png	[{"center":"(695.0,421.5)","visible":"true","name":"rung^ladder","cameraDistance":"20.25089","viewed":"3.3541019662496847","rotationSpeed":"0","translationSpeed":"0","size":"(49,64)"}]
T=268.62315 || screenImage=frame4143.png	[{"center":"(973.0,425.0)","visible":"true","name":"White worker 2","cameraDistance":"26.58287","viewed":"2.0","rotationSpeed":"0","translationSpeed":"0","size":"(15,29)"}]
T=27.029895 || screenImage=frame314.png	[{"center":"(707.0,412.0)","visible":"true","name":"Yellow Worker 1","cameraDistance":"22.44343","viewed":"2.8284271247461903","rotationSpeed":"0","translationSpeed":"1.4440551677566","size":"(13,49)"}]
T=27.853554 || screenImage=frame325.png	[{"center":"(719.0,413.5)","visible":"true","name":"Yellow Worker 1","cameraDistance":"21.20273","viewed":"4.6097722286464435","rotationSpeed":"0","translationSpeed":"1.32862606158021","size":"(13,52)"}]
T=270.49725 || screenImage=frame4173.png	[{"center":"(653.0,464.5)","visible":"true","name":"Yellow Worker 4","cameraDistance":"10.16146","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(51,74)"}]
T=270.64 || screenImage=frame4175.png	[{"center":"(652.0,464.5)","visible":"true","name":"Yellow Worker 4","cameraDistance":"10.12467","viewed":"4.272001872658765","rotationSpeed":"0","translationSpeed":"0","size":"(51,74)"}]
T=277.0982333333333 || screenImage=frame4277.png	[{"center":"(767.0,401.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.52892","viewed":"4.47213595499958","rotationSpeed":"0","translationSpeed":"0.537937459353328","size":"(19,43)"}]
T=277.11066666666665 || screenImage=frame4277.png	[{"center":"(767.0,401.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.52892","viewed":"1.0","rotationSpeed":"0","translationSpeed":"0.537937459353328","size":"(19,43)"}]
T=277.1231 || screenImage=frame4278.png	[{"center":"(767.0,400.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.50173","viewed":"3.3541019662496847","rotationSpeed":"0","translationSpeed":"0.536256213438074","size":"(19,44)"}]
T=277.13553333333334 || screenImage=frame4278.png	[{"center":"(767.0,400.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.50173","viewed":"2.0615528128088303","rotationSpeed":"0","translationSpeed":"0.536256213438074","size":"(19,44)"}]
T=277.14796666666666 || screenImage=frame4278.png	[{"center":"(767.0,400.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.50173","viewed":"2.5","rotationSpeed":"0","translationSpeed":"0.536256213438074","size":"(19,44)"}]
T=277.1604 || screenImage=frame4278.png	[{"center":"(767.0,400.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.50173","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0.536256213438074","size":"(19,44)"}]
T=277.2909 || screenImage=frame4280.png	[{"center":"(768.0,399.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.44948","viewed":"4.272001872658765","rotationSpeed":"0","translationSpeed":"0.523776015834648","size":"(19,44)"}]
T=277.30865 || screenImage=frame4281.png	[{"center":"(769.0,399.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"24.4238","viewed":"3.1622776601683795","rotationSpeed":"0","translationSpeed":"0.487916107409787","size":"(19,43)"}]
T=277.49715 || screenImage=frame4284.png	[{"center":"(878.5,404.0)","visible":"true","name":"Worker Walker 1","cameraDistance":"27.33567","viewed":"1.118033988749895","rotationSpeed":"0","translationSpeed":"0.374244696147686","size":"(8,27)"}]
T=277.542 || screenImage=frame4284.png	[{"center":"(878.5,404.0)","visible":"true","name":"Worker Walker 1","cameraDistance":"27.33567","viewed":"3.2015621187164243","rotationSpeed":"0","translationSpeed":"0.374244696147686","size":"(8,27)"}]
T=277.6382 || screenImage=frame4286.png	[{"center":"(875.5,396.5)","visible":"true","name":"Worker Walker 1","cameraDistance":"27.2866","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"0.423529493431398","size":"(2,2)"}]
T=277.666 || screenImage=frame4286.png	[{"center":"(875.5,396.5)","visible":"true","name":"Worker Walker 1","cameraDistance":"27.2866","viewed":"4.301162633521313","rotationSpeed":"0","translationSpeed":"0.423529493431398","size":"(2,2)"}]
T=277.7512 || screenImage=frame4288.png	[{"center":"(874.5,395.5)","visible":"true","name":"Worker Walker 1","cameraDistance":"27.24037","viewed":"2.5495097567963922","rotationSpeed":"0","translationSpeed":"0.364488047958193","size":"(2,2)"}]
T=277.763825 || screenImage=frame4288.png	[{"center":"(874.5,395.5)","visible":"true","name":"Worker Walker 1","cameraDistance":"27.24037","viewed":"2.9154759474226504","rotationSpeed":"0","translationSpeed":"0.364488047958193","size":"(2,2)"}]
T=279.5349 || screenImage=frame4317.png	[{"center":"(677.0,347.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"16.13689","viewed":"3.2015621187164243","rotationSpeed":"0","translationSpeed":"0","size":"(11,48)"}]
T=279.5526 || screenImage=frame4318.png	[{"center":"(676.5,347.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"16.11568","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0","size":"(12,49)"}]
T=279.57214999999997 || screenImage=frame4318.png	[{"center":"(676.5,347.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"16.11568","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(12,49)"}]
T=279.5917 || screenImage=frame4318.png	[{"center":"(676.5,347.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"16.11568","viewed":"1.5","rotationSpeed":"0","translationSpeed":"0","size":"(12,49)"}]
T=279.6294 || screenImage=frame4319.png	[{"center":"(676.5,347.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"16.09472","viewed":"1.5","rotationSpeed":"0","translationSpeed":"0","size":"(12,49)"}]
T=280.74069999999995 || screenImage=frame4337.png	[{"center":"(672.5,346.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.7112","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"0","size":"(12,50)"}]
T=280.7603 || screenImage=frame4338.png	[{"center":"(672.5,347.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.68846","viewed":"3.5355339059327378","rotationSpeed":"0","translationSpeed":"0","size":"(12,50)"}]
T=280.79655 || screenImage=frame4338.png	[{"center":"(672.5,347.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.68846","viewed":"1.5811388300841898","rotationSpeed":"0","translationSpeed":"0","size":"(12,50)"}]
T=281.0427 || screenImage=frame4342.png	[{"center":"(671.5,348.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.60441","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0","size":"(12,51)"}]
T=281.2779 || screenImage=frame4346.png	[{"center":"(671.0,350.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.52271","viewed":"4.0","rotationSpeed":"0","translationSpeed":"0","size":"(13,51)"}]
T=281.3134 || screenImage=frame4347.png	[{"center":"(670.5,350.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.50235","viewed":"4.5","rotationSpeed":"0","translationSpeed":"0","size":"(12,51)"}]
T=282.61065 || screenImage=frame4368.png	[{"center":"(666.5,360.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.06937","viewed":"4.527692569068709","rotationSpeed":"0","translationSpeed":"0","size":"(12,52)"}]
T=282.6335 || screenImage=frame4369.png	[{"center":"(666.0,361.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.04558","viewed":"4.123105625617661","rotationSpeed":"0","translationSpeed":"0","size":"(13,53)"}]
T=282.6707 || screenImage=frame4369.png	[{"center":"(666.0,361.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"15.04558","viewed":"4.47213595499958","rotationSpeed":"0","translationSpeed":"0","size":"(13,53)"}]
T=283.3710666666667 || screenImage=frame4381.png	[{"center":"(663.0,366.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"14.79427","viewed":"2.23606797749979","rotationSpeed":"0","translationSpeed":"0","size":"(13,53)"}]
T=284.6787 || screenImage=frame4402.png	[{"center":"(658.0,376.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"14.3338","viewed":"4.47213595499958","rotationSpeed":"0","translationSpeed":"0","size":"(13,55)"}]
T=284.9501 || screenImage=frame4406.png	[{"center":"(799.5,415.5)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"36.47211","viewed":"4.743416490252569","rotationSpeed":"0","translationSpeed":"0","size":"(1600,648)"}]
T=285.1469 || screenImage=frame4410.png	[{"center":"(837.0,422.0)","visible":"true","name":"Worker Walker 1","cameraDistance":"23.76667","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"0.390570622554893","size":"(15,35)"}]
T=285.1646 || screenImage=frame4410.png	[{"center":"(837.0,422.0)","visible":"true","name":"Worker Walker 1","cameraDistance":"23.76667","viewed":"4.0","rotationSpeed":"0","translationSpeed":"0.390570622554893","size":"(15,35)"}]
T=285.402 || screenImage=frame4414.png	[{"center":"(852.0,422.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"21.41365","viewed":"2.23606797749979","rotationSpeed":"0","translationSpeed":"0.550687214397462","size":"(23,51)"}]
T=285.5294 || screenImage=frame4416.png	[{"center":"(799.5,418.0)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"36.44338","viewed":"2.0615528128088303","rotationSpeed":"0","translationSpeed":"0","size":"(1600,643)"}]
T=285.916 || screenImage=frame4422.png	[{"center":"(659.5,393.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"13.86942","viewed":"4.527692569068709","rotationSpeed":"20.6881199616861","translationSpeed":"0.261892082806311","size":"(22,58)"}]
T=288.4895 || screenImage=frame4462.png	[{"center":"(661.0,431.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"12.88274","viewed":"3.905124837953327","rotationSpeed":"19.5195538404369","translationSpeed":"0.959372356879449","size":"(37,60)"}]
T=288.5127 || screenImage=frame4462.png	[{"center":"(661.0,431.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"12.88274","viewed":"4.716990566028302","rotationSpeed":"19.5195538404369","translationSpeed":"0.959372356879449","size":"(37,60)"}]
T=288.9495 || screenImage=frame4469.png	[{"center":"(666.0,452.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"12.73081","viewed":"3.605551275463989","rotationSpeed":"30.1100734476869","translationSpeed":"0.730451134350901","size":"(43,55)"}]
T=29.14747 || screenImage=frame342.png	[{"center":"(743.5,417.5)","visible":"true","name":"Yellow Worker 1","cameraDistance":"19.37648","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"1.42471439135058","size":"(14,56)"}]
T=292.19295 || screenImage=frame4521.png	[{"center":"(799.5,413.0)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"36.19812","viewed":"4.716990566028302","rotationSpeed":"0","translationSpeed":"0","size":"(1600,653)"}]
T=293.2246 || screenImage=frame4538.png	[{"center":"(767.5,445.0)","visible":"true","name":"White worker 1","cameraDistance":"13.45016","viewed":"2.5","rotationSpeed":"0","translationSpeed":"0","size":"(28,41)"}]
T=293.2484 || screenImage=frame4539.png	[{"center":"(767.5,445.0)","visible":"true","name":"White worker 1","cameraDistance":"13.42619","viewed":"1.8027756377319946","rotationSpeed":"0","translationSpeed":"0","size":"(28,41)"}]
T=293.2674 || screenImage=frame4539.png	[{"center":"(767.5,445.0)","visible":"true","name":"White worker 1","cameraDistance":"13.42619","viewed":"2.5","rotationSpeed":"0","translationSpeed":"0","size":"(28,41)"}]
T=293.2864 || screenImage=frame4539.png	[{"center":"(767.5,445.0)","visible":"true","name":"White worker 1","cameraDistance":"13.42619","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0","size":"(28,41)"}]
