key	value
T=148.9062 || screenImage=frame2225.png	[{"center":"(1204.0,377.5)","visible":"true","name":"ExcavatorD-01","cameraDistance":"31.78767","viewed":"18.741664813991314","rotationSpeed":"5.91612104498347","translationSpeed":"0","size":"(189,96)"}]
T=148.92815000000002 || screenImage=frame2225.png	[{"center":"(1204.0,377.5)","visible":"true","name":"ExcavatorD-01","cameraDistance":"31.78767","viewed":"18.741664813991314","rotationSpeed":"5.91612104498347","translationSpeed":"0","size":"(189,96)"}]
T=148.9501 || screenImage=frame2226.png	[{"center":"(1202.5,378.0)","visible":"true","name":"ExcavatorD-01","cameraDistance":"31.76396","viewed":"18.062391868188442","rotationSpeed":"5.83967212268502","translationSpeed":"0","size":"(184,95)"}]
T=148.9786 || screenImage=frame2226.png	[{"center":"(1202.5,378.0)","visible":"true","name":"ExcavatorD-01","cameraDistance":"31.76396","viewed":"18.741664813991314","rotationSpeed":"5.83967212268502","translationSpeed":"0","size":"(184,95)"}]
T=149.7722 || screenImage=frame2238.png	[{"center":"(924.0,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.93453","viewed":"19.00657780874821","rotationSpeed":"0","translationSpeed":"0.237099301807352","size":"(57,30)"}]
T=149.79049999999998 || screenImage=frame2238.png	[{"center":"(924.0,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.93453","viewed":"9.013878188659973","rotationSpeed":"0","translationSpeed":"0.237099301807352","size":"(57,30)"},{"center":"(920.0,393.0)","visible":"true","name":"Worker struckby","cameraDistance":"36.74325","viewed":"16.0312195418814","rotationSpeed":"0","translationSpeed":"0","size":"(7,25)"}]
T=149.8088 || screenImage=frame2239.png	[{"center":"(922.0,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.9083","viewed":"10.547511554864494","rotationSpeed":"0","translationSpeed":"0.255776540231372","size":"(57,30)"},{"center":"(917.5,393.0)","visible":"true","name":"Worker struckby","cameraDistance":"36.72307","viewed":"14.705441169852742","rotationSpeed":"0","translationSpeed":"0","size":"(6,25)"}]
T=149.8336 || screenImage=frame2239.png	[{"center":"(922.0,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.9083","viewed":"12.539936203984453","rotationSpeed":"0","translationSpeed":"0.255776540231372","size":"(57,30)"}]
T=149.9611 || screenImage=frame2241.png	[{"center":"(915.5,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.86234","viewed":"17.67766952966369","rotationSpeed":"0","translationSpeed":"0.223941981272111","size":"(56,30)"}]
T=149.9887 || screenImage=frame2241.png	[{"center":"(915.5,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.86234","viewed":"19.81161275615895","rotationSpeed":"0","translationSpeed":"0.223941981272111","size":"(56,30)"}]
T=150.0163 || screenImage=frame2242.png	[{"center":"(913.5,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.83974","viewed":"19.81161275615895","rotationSpeed":"0","translationSpeed":"0.27082382906671","size":"(56,30)"}]
T=150.30841111111113 || screenImage=frame2246.png	[{"center":"(904.5,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.76735","viewed":"4.743416490252569","rotationSpeed":"0","translationSpeed":"0.269330212634483","size":"(56,30)"},{"center":"(901.5,393.0)","visible":"true","name":"Worker struckby","cameraDistance":"36.61795","viewed":"13.756816492197604","rotationSpeed":"0","translationSpeed":"0","size":"(6,25)"}]
T=150.32756666666668 || screenImage=frame2246.png	[{"center":"(904.5,384.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.76735","viewed":"11.597413504743201","rotationSpeed":"0","translationSpeed":"0.269330212634483","size":"(56,30)"},{"center":"(901.5,393.0)","visible":"true","name":"Worker struckby","cameraDistance":"36.61795","viewed":"13.124404748406688","rotationSpeed":"0","translationSpeed":"0","size":"(6,25)"}]
T=150.34672222222224 || screenImage=frame2247.png	[{"center":"(864.0,388.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"54.42921","viewed":"9.340770846134703","rotationSpeed":"1.71432586800282","translationSpeed":"0.0140569407048585","size":"(7,14)"},{"center":"(862.0,369.5)","visible":"true","name":"Car kraz N220114","cameraDistance":"1.894369","viewed":"19.83053201505194","rotationSpeed":"3.52398373717219","translationSpeed":"0.172367865738181","size":"(1475,740)"}]
T=150.36587777777777 || screenImage=frame2247.png	[{"center":"(800.0,406.5)","visible":"true","name":"Yellow Worker 3","cameraDistance":"24.38522","viewed":"8.5","rotationSpeed":"0","translationSpeed":"0","size":"(19,44)"}]
T=150.38503333333333 || screenImage=frame2247.png	[{"center":"(800.0,406.5)","visible":"true","name":"Yellow Worker 3","cameraDistance":"24.38522","viewed":"10.735455276791944","rotationSpeed":"0","translationSpeed":"0","size":"(19,44)"}]
T=150.75844999999998 || screenImage=frame2253.png	[{"center":"(770.0,383.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"64.40845","viewed":"6.324555320336759","rotationSpeed":"0","translationSpeed":"0","size":"(7,17)"}]
T=150.790275 || screenImage=frame2253.png	[{"center":"(770.0,383.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"64.40845","viewed":"8.0","rotationSpeed":"0","translationSpeed":"0","size":"(7,17)"}]
T=151.10925 || screenImage=frame2262.png	[{"center":"(848.5,388.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"54.33532","viewed":"7.106335201775948","rotationSpeed":"4.42498254434666","translationSpeed":"0.0304175797252227","size":"(8,14)"},{"center":"(862.0,369.5)","visible":"true","name":"Car kraz N220114","cameraDistance":"1.894369","viewed":"16.560495161679196","rotationSpeed":"0.775075740816156","translationSpeed":"0.0379740873511232","size":"(1475,740)"}]
T=151.3345 || screenImage=frame2262.png	[{"center":"(764.0,383.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"64.36687","viewed":"15.264337522473747","rotationSpeed":"0","translationSpeed":"0","size":"(7,17)"}]
T=151.4579 || screenImage=frame2263.png	[{"center":"(884.5,393.0)","visible":"true","name":"Worker struckby","cameraDistance":"36.50974","viewed":"15.532224567009067","rotationSpeed":"0","translationSpeed":"0","size":"(6,25)"},{"center":"(885.0,385.0)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"50.57944","viewed":"17.4928556845359","rotationSpeed":"0","translationSpeed":"0.255685506170395","size":"(55,29)"}]
T=151.60863333333333 || screenImage=frame2266.png	[{"center":"(929.0,412.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"24.35165","viewed":"17.46424919657298","rotationSpeed":"0","translationSpeed":"0.470632269631285","size":"(41,33)"}]
T=151.63076666666666 || screenImage=frame2266.png	[{"center":"(929.0,412.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"24.35165","viewed":"6.324555320336759","rotationSpeed":"0","translationSpeed":"0.470632269631285","size":"(41,33)"}]
T=151.6529 || screenImage=frame2266.png	[{"center":"(929.0,412.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"24.35165","viewed":"4.47213595499958","rotationSpeed":"0","translationSpeed":"0.470632269631285","size":"(41,33)"}]
T=151.7165 || screenImage=frame2267.png	[{"center":"(929.0,412.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"24.32361","viewed":"8.246211251235321","rotationSpeed":"0","translationSpeed":"0.44866167246097","size":"(41,33)"}]
T=151.75387999999998 || screenImage=frame2268.png	[{"center":"(929.0,412.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"24.29689","viewed":"18.973665961010276","rotationSpeed":"0","translationSpeed":"0.367020842674689","size":"(41,33)"}]
T=151.76633999999999 || screenImage=frame2268.png	[{"center":"(929.0,412.0)","visible":"true","name":"WorkerBarrier 1","cameraDistance":"24.29689","viewed":"11.40175425099138","rotationSpeed":"0","translationSpeed":"0.367020842674689","size":"(41,33)"}]
T=151.7788 || screenImage=frame2268.png	[{"center":"(968.5,390.5)","visible":"true","name":"rung^ladder","cameraDistance":"76.21349","viewed":"8.514693182963201","rotationSpeed":"0","translationSpeed":"0","size":"(8,8)"},{"center":"(972.5,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.16031","viewed":"14.159802258506296","rotationSpeed":"0","translationSpeed":"0.157203921199936","size":"(98,42)"}]
T=151.80835 || screenImage=frame2268.png	[{"center":"(972.5,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.16031","viewed":"13.209844813622906","rotationSpeed":"0","translationSpeed":"0.157203921199936","size":"(98,42)"}]
T=151.8379 || screenImage=frame2269.png	[{"center":"(973.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.16655","viewed":"15.0","rotationSpeed":"0","translationSpeed":"0.206159964283179","size":"(99,41)"}]
T=151.8568 || screenImage=frame2269.png	[{"center":"(973.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.16655","viewed":"11.045361017187261","rotationSpeed":"0","translationSpeed":"0.206159964283179","size":"(99,41)"},{"center":"(968.0,390.5)","visible":"true","name":"rung^ladder","cameraDistance":"76.21407","viewed":"16.62077013859466","rotationSpeed":"0","translationSpeed":"0","size":"(7,8)"}]
T=151.8757 || screenImage=frame2269.png	[{"center":"(973.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.16655","viewed":"7.0710678118654755","rotationSpeed":"0","translationSpeed":"0.206159964283179","size":"(99,41)"}]
T=151.8946 || screenImage=frame2270.png	[{"center":"(973.5,374.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.17284","viewed":"2.9154759474226504","rotationSpeed":"0","translationSpeed":"0.20104067420326","size":"(98,44)"},{"center":"(968.0,390.5)","visible":"true","name":"rung^ladder","cameraDistance":"76.21501","viewed":"14.807092894960848","rotationSpeed":"0","translationSpeed":"0","size":"(7,8)"}]
T=151.96755000000002 || screenImage=frame2271.png	[{"center":"(973.5,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.17945","viewed":"11.926860441876563","rotationSpeed":"0","translationSpeed":"0.203668662803946","size":"(98,41)"}]
T=151.9741 || screenImage=frame2272.png	[{"center":"(974.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.18639","viewed":"13.892443989449804","rotationSpeed":"0","translationSpeed":"0.199064429439529","size":"(99,41)"}]
T=152.00026 || screenImage=frame2272.png	[{"center":"(974.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.18639","viewed":"10.44030650891055","rotationSpeed":"0","translationSpeed":"0.199064429439529","size":"(99,41)"}]
T=152.02642 || screenImage=frame2272.png	[{"center":"(974.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.18639","viewed":"10.770329614269007","rotationSpeed":"0","translationSpeed":"0.199064429439529","size":"(99,41)"}]
T=152.0405 || screenImage=frame2272.png	[{"center":"(974.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.18639","viewed":"12.806248474865697","rotationSpeed":"0","translationSpeed":"0.199064429439529","size":"(99,41)"}]
T=152.1664 || screenImage=frame2274.png	[{"center":"(975.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.20207","viewed":"15.0","rotationSpeed":"0","translationSpeed":"0.244974870281647","size":"(99,41)"}]
T=152.1948 || screenImage=frame2274.png	[{"center":"(975.0,376.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.20207","viewed":"9.433981132056603","rotationSpeed":"0","translationSpeed":"0.244974870281647","size":"(99,41)"}]
T=152.30475 || screenImage=frame2276.png	[{"center":"(976.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.21805","viewed":"11.672617529928752","rotationSpeed":"0","translationSpeed":"0.224587599825637","size":"(99,42)"}]
T=152.3863 || screenImage=frame2277.png	[{"center":"(977.5,374.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.22687","viewed":"8.860022573334675","rotationSpeed":"0","translationSpeed":"0.232328743023236","size":"(98,44)"}]
T=152.4035 || screenImage=frame2277.png	[{"center":"(977.5,374.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.22687","viewed":"10.51189802081432","rotationSpeed":"0","translationSpeed":"0.232328743023236","size":"(98,44)"}]
T=152.4207 || screenImage=frame2277.png	[{"center":"(977.5,374.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.22687","viewed":"13.435028842544403","rotationSpeed":"0","translationSpeed":"0.232328743023236","size":"(98,44)"}]
T=152.4379 || screenImage=frame2278.png	[{"center":"(978.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.23582","viewed":"10.404326023342406","rotationSpeed":"0","translationSpeed":"0.219867152380926","size":"(99,42)"}]
T=152.4543666666667 || screenImage=frame2278.png	[{"center":"(978.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.23582","viewed":"8.73212459828649","rotationSpeed":"0","translationSpeed":"0.219867152380926","size":"(99,42)"}]
T=152.47083333333333 || screenImage=frame2278.png	[{"center":"(978.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.23582","viewed":"13.200378782444085","rotationSpeed":"0","translationSpeed":"0.219867152380926","size":"(99,42)"}]
T=152.4873 || screenImage=frame2278.png	[{"center":"(978.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.23582","viewed":"10.735455276791944","rotationSpeed":"0","translationSpeed":"0.219867152380926","size":"(99,42)"}]
T=152.50376666666668 || screenImage=frame2279.png	[{"center":"(978.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.24556","viewed":"10.307764064044152","rotationSpeed":"0","translationSpeed":"0.250666560163625","size":"(99,42)"}]
T=152.52023333333332 || screenImage=frame2279.png	[{"center":"(978.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.24556","viewed":"6.264982043070834","rotationSpeed":"0","translationSpeed":"0.250666560163625","size":"(99,42)"}]
T=152.5367 || screenImage=frame2279.png	[{"center":"(978.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.24556","viewed":"12.010412149464313","rotationSpeed":"0","translationSpeed":"0.250666560163625","size":"(99,42)"}]
T=152.56545 || screenImage=frame2280.png	[{"center":"(979.5,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.25501","viewed":"6.519202405202649","rotationSpeed":"0","translationSpeed":"0.233618594955143","size":"(100,42)"}]
T=152.5942 || screenImage=frame2280.png	[{"center":"(979.5,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.25501","viewed":"5.70087712549569","rotationSpeed":"0","translationSpeed":"0.233618594955143","size":"(100,42)"}]
T=152.6457 || screenImage=frame2281.png	[{"center":"(980.5,375.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.26498","viewed":"4.6097722286464435","rotationSpeed":"0","translationSpeed":"0.254686989807554","size":"(98,43)"}]
T=152.67905000000002 || screenImage=frame2281.png	[{"center":"(980.5,375.0)","visible":"true","name":"Truck N260213","cameraDistance":"56.26498","viewed":"12.539936203984453","rotationSpeed":"0","translationSpeed":"0.254686989807554","size":"(98,43)"}]
T=152.7124 || screenImage=frame2282.png	[{"center":"(981.0,374.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.27478","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0.234984948610231","size":"(99,44)"}]
T=152.7633 || screenImage=frame2283.png	[{"center":"(982.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.28537","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0.251817814432169","size":"(99,42)"}]
T=152.77785 || screenImage=frame2283.png	[{"center":"(982.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.28537","viewed":"7.158910531638177","rotationSpeed":"0","translationSpeed":"0.251817814432169","size":"(99,42)"}]
T=152.7924 || screenImage=frame2283.png	[{"center":"(982.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.28537","viewed":"12.010412149464313","rotationSpeed":"0","translationSpeed":"0.251817814432169","size":"(99,42)"}]
T=152.80694999999997 || screenImage=frame2283.png	[{"center":"(982.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.28537","viewed":"8.381527307120106","rotationSpeed":"0","translationSpeed":"0.251817814432169","size":"(99,42)"}]
T=152.8215 || screenImage=frame2283.png	[{"center":"(982.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.28537","viewed":"7.0178344238090995","rotationSpeed":"0","translationSpeed":"0.251817814432169","size":"(99,42)"}]
T=152.85955 || screenImage=frame2284.png	[{"center":"(983.0,375.5)","visible":"true","name":"Truck N260213","cameraDistance":"56.29622","viewed":"6.020797289396148","rotationSpeed":"0","translationSpeed":"0.263246203849324","size":"(99,42)"}]
T=153.062225 || screenImage=frame2287.png	[{"center":"(1034.5,390.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"77.99444","viewed":"15.116216457830975","rotationSpeed":"0","translationSpeed":"0","size":"(4,10)"},{"center":"(1021.5,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.96293","viewed":"16.140012391568973","rotationSpeed":"0","translationSpeed":"0","size":"(12,20)"}]
T=153.0795 || screenImage=frame2287.png	[{"center":"(1021.5,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.96293","viewed":"6.363961030678928","rotationSpeed":"0","translationSpeed":"0","size":"(12,20)"},{"center":"(1010.5,394.5)","visible":"true","name":"White worker 1","cameraDistance":"73.90139","viewed":"8.514693182963201","rotationSpeed":"0","translationSpeed":"0","size":"(2,2)"},{"center":"(1025.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.97832","viewed":"17.44276354251241","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"},{"center":"(1034.5,390.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"77.99444","viewed":"17.564168070250297","rotationSpeed":"0","translationSpeed":"0","size":"(4,10)"}]
T=153.10975 || screenImage=frame2288.png	[{"center":"(1022.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.9673","viewed":"7.566372975210778","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1035.5,391.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"77.99877","viewed":"13.46291201783626","rotationSpeed":"0","translationSpeed":"0","size":"(4,9)"},{"center":"(1011.0,394.5)","visible":"true","name":"White worker 1","cameraDistance":"73.90581","viewed":"14.705441169852742","rotationSpeed":"0","translationSpeed":"0","size":"(1,2)"},{"center":"(1026.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.98269","viewed":"18.741664813991314","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"}]
T=153.14 || screenImage=frame2288.png	[{"center":"(1022.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.9673","viewed":"11.629703349613008","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1035.5,391.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"77.99877","viewed":"11.672617529928752","rotationSpeed":"0","translationSpeed":"0","size":"(4,9)"},{"center":"(1011.0,394.5)","visible":"true","name":"White worker 1","cameraDistance":"73.90581","viewed":"19.704060495238032","rotationSpeed":"0","translationSpeed":"0","size":"(1,2)"}]
T=153.1703 || screenImage=frame2289.png	[{"center":"(1037.5,391.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.00342","viewed":"14.080127840328723","rotationSpeed":"0","translationSpeed":"0","size":"(4,9)"}]
T=153.2006 || screenImage=frame2289.png	[{"center":"(1028.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.98738","viewed":"5.315072906367325","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"},{"center":"(1024.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.972","viewed":"7.5","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1013.5,394.5)","visible":"true","name":"White worker 1","cameraDistance":"73.91055","viewed":"12.349089035228468","rotationSpeed":"0","translationSpeed":"0","size":"(2,2)"},{"center":"(1037.5,391.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.00342","viewed":"16.80029761641144","rotationSpeed":"0","translationSpeed":"0","size":"(4,9)"}]
T=153.2317 || screenImage=frame2289.png	[{"center":"(1024.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.972","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1037.5,391.0)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.00342","viewed":"9.962429422585638","rotationSpeed":"0","translationSpeed":"0","size":"(4,9)"},{"center":"(1028.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.98738","viewed":"10.5","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"},{"center":"(1013.5,394.5)","visible":"true","name":"White worker 1","cameraDistance":"73.91055","viewed":"14.508618128546908","rotationSpeed":"0","translationSpeed":"0","size":"(2,2)"}]
T=153.2628 || screenImage=frame2290.png	[{"center":"(1025.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.97662","viewed":"4.031128874149275","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1037.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.008","viewed":"9.617692030835672","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1029.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.99199","viewed":"11.5","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"},{"center":"(1013.5,392.5)","visible":"true","name":"White worker 1","cameraDistance":"73.91522","viewed":"15.508062419270823","rotationSpeed":"0","translationSpeed":"0","size":"(4,6)"}]
T=153.27792499999998 || screenImage=frame2290.png	[{"center":"(1037.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.008","viewed":"5.522680508593631","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1025.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.97662","viewed":"8.32165848854662","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1029.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.99199","viewed":"15.787653403846944","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"},{"center":"(1013.5,392.5)","visible":"true","name":"White worker 1","cameraDistance":"73.91522","viewed":"18.828170383762732","rotationSpeed":"0","translationSpeed":"0","size":"(4,6)"}]
T=153.29305 || screenImage=frame2290.png	[{"center":"(1037.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.008","viewed":"3.5355339059327378","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1025.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.97662","viewed":"16.77050983124842","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1056.0,396.5)","visible":"true","name":"Worker Ham 1","cameraDistance":"45.70855","viewed":"19.13765920900464","rotationSpeed":"0","translationSpeed":"0","size":"(11,22)"}]
T=153.308175 || screenImage=frame2291.png	[{"center":"(1038.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.01232","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1026.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98099","viewed":"11.10180165558726","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1030.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.99636","viewed":"18.200274723201296","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"}]
T=153.3233 || screenImage=frame2291.png	[{"center":"(1038.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.01232","viewed":"7.648529270389178","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1026.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98099","viewed":"8.200609733428363","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"},{"center":"(1014.5,392.5)","visible":"true","name":"White worker 1","cameraDistance":"73.91965","viewed":"17.392527130926087","rotationSpeed":"0","translationSpeed":"0","size":"(4,6)"},{"center":"(1030.0,404.5)","visible":"true","name":"WorkerHam","cameraDistance":"31.99636","viewed":"17.528548142958105","rotationSpeed":"0","translationSpeed":"0","size":"(19,32)"}]
T=153.3412 || screenImage=frame2291.png	[{"center":"(1014.5,392.5)","visible":"true","name":"White worker 1","cameraDistance":"73.91965","viewed":"8.276472678623424","rotationSpeed":"0","translationSpeed":"0","size":"(4,6)"},{"center":"(1026.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98099","viewed":"17.240939649566666","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"}]
T=153.3591 || screenImage=frame2291.png	[{"center":"(1014.5,392.5)","visible":"true","name":"White worker 1","cameraDistance":"73.91965","viewed":"7.648529270389178","rotationSpeed":"0","translationSpeed":"0","size":"(4,6)"},{"center":"(1026.0,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98099","viewed":"13.124404748406688","rotationSpeed":"0","translationSpeed":"0","size":"(11,20)"}]
T=153.377 || screenImage=frame2292.png	[{"center":"(1026.5,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98531","viewed":"9.513148795220223","rotationSpeed":"0","translationSpeed":"0","size":"(12,20)"},{"center":"(1015.0,392.5)","visible":"true","name":"White worker 1","cameraDistance":"73.92401","viewed":"13.901438774457844","rotationSpeed":"0","translationSpeed":"0","size":"(3,6)"},{"center":"(1039.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.01661","viewed":"14.230249470757707","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"}]
T=153.38760000000002 || screenImage=frame2292.png	[{"center":"(1026.5,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98531","viewed":"10.124228365658293","rotationSpeed":"0","translationSpeed":"0","size":"(12,20)"},{"center":"(1039.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.01661","viewed":"10.51189802081432","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1015.0,392.5)","visible":"true","name":"White worker 1","cameraDistance":"73.92401","viewed":"17.240939649566666","rotationSpeed":"0","translationSpeed":"0","size":"(3,6)"}]
T=153.3982 || screenImage=frame2292.png	[{"center":"(1039.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.01661","viewed":"8.514693182963201","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1026.5,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98531","viewed":"13.729530217745982","rotationSpeed":"0","translationSpeed":"0","size":"(12,20)"}]
T=153.40879999999999 || screenImage=frame2292.png	[{"center":"(1039.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.01661","viewed":"6.670832032063167","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1026.5,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98531","viewed":"16.263455967290593","rotationSpeed":"0","translationSpeed":"0","size":"(12,20)"}]
T=153.4194 || screenImage=frame2292.png	[{"center":"(1039.5,388.5)","visible":"true","name":"Yellow Worker 9","cameraDistance":"78.01661","viewed":"4.949747468305833","rotationSpeed":"0","translationSpeed":"0","size":"(6,14)"},{"center":"(1026.5,393.5)","visible":"true","name":"Worker Walker 5","cameraDistance":"47.98531","viewed":"12.747548783981962","rotationSpeed":"0","translationSpeed":"0","size":"(12,20)"}]
