key	value
T=215.1208 || screenImage=frame3249.png	[{"center":"(1119.5,432.0)","visible":"true","name":"Worker struckby","cameraDistance":"14.73135","viewed":"5.5","rotationSpeed":"0","translationSpeed":"1.2099691878067","size":"(24,67)"}]
T=215.1596 || screenImage=frame3250.png	[{"center":"(1114.5,430.5)","visible":"true","name":"Worker struckby","cameraDistance":"14.65522","viewed":"1.5811388300841898","rotationSpeed":"0","translationSpeed":"1.33986261207587","size":"(14,64)"}]
T=215.1764 || screenImage=frame3250.png	[{"center":"(1114.5,430.5)","visible":"true","name":"Worker struckby","cameraDistance":"14.65522","viewed":"4.301162633521313","rotationSpeed":"0","translationSpeed":"1.33986261207587","size":"(14,64)"}]
T=215.1932 || screenImage=frame3250.png	[{"center":"(1114.5,430.5)","visible":"true","name":"Worker struckby","cameraDistance":"14.65522","viewed":"0.7071067811865476","rotationSpeed":"0","translationSpeed":"1.33986261207587","size":"(14,64)"}]
T=215.2282 || screenImage=frame3251.png	[{"center":"(1114.0,430.5)","visible":"true","name":"Worker struckby","cameraDistance":"14.57912","viewed":"7.433034373659253","rotationSpeed":"0","translationSpeed":"1.2706112127858","size":"(13,64)"}]
T=215.38842499999998 || screenImage=frame3254.png	[{"center":"(1113.0,434.0)","visible":"true","name":"Worker struckby","cameraDistance":"14.32913","viewed":"7.0","rotationSpeed":"0","translationSpeed":"1.57540791060335","size":"(15,57)"}]
T=215.40635 || screenImage=frame3254.png	[{"center":"(1113.0,434.0)","visible":"true","name":"Worker struckby","cameraDistance":"14.32913","viewed":"8.48528137423857","rotationSpeed":"0","translationSpeed":"1.57540791060335","size":"(15,57)"}]
T=215.5025 || screenImage=frame3256.png	[{"center":"(1104.5,432.0)","visible":"true","name":"Worker struckby","cameraDistance":"14.15554","viewed":"4.924428900898052","rotationSpeed":"0","translationSpeed":"1.6593356194083","size":"(30,61)"}]
T=215.5273 || screenImage=frame3256.png	[{"center":"(1104.5,432.0)","visible":"true","name":"Worker struckby","cameraDistance":"14.15554","viewed":"4.6097722286464435","rotationSpeed":"0","translationSpeed":"1.6593356194083","size":"(30,61)"}]
T=215.5521 || screenImage=frame3257.png	[{"center":"(1103.0,431.0)","visible":"true","name":"Worker struckby","cameraDistance":"14.06649","viewed":"3.0","rotationSpeed":"0","translationSpeed":"1.656728944457","size":"(31,63)"}]
T=216.2117 || screenImage=frame3268.png	[{"center":"(1069.5,412.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"17.01322","viewed":"5.70087712549569","rotationSpeed":"0","translationSpeed":"0.17302891450299","size":"(222,106)"}]
T=216.2307 || screenImage=frame3269.png	[{"center":"(1071.5,413.0)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"16.96034","viewed":"4.924428900898052","rotationSpeed":"0","translationSpeed":"0.183902971384065","size":"(224,107)"}]
T=216.3871 || screenImage=frame3271.png	[{"center":"(1074.5,413.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"16.85918","viewed":"7.516648189186454","rotationSpeed":"0","translationSpeed":"0.165235398963919","size":"(226,108)"}]
T=216.4217 || screenImage=frame3272.png	[{"center":"(1076.0,413.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"16.80631","viewed":"6.020797289396148","rotationSpeed":"0","translationSpeed":"0.173856902091179","size":"(227,108)"}]
T=216.4811 || screenImage=frame3273.png	[{"center":"(1077.5,414.0)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"16.75378","viewed":"1.118033988749895","rotationSpeed":"0","translationSpeed":"0.164924071174899","size":"(228,109)"}]
T=216.5108 || screenImage=frame3274.png	[{"center":"(1079.0,414.5)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"16.69927","viewed":"5.5","rotationSpeed":"0","translationSpeed":"0.176543210843559","size":"(231,110)"}]
T=218.4045 || screenImage=frame3307.png	[{"center":"(1003.0,420.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"18.71601","viewed":"2.23606797749979","rotationSpeed":"4.04043183094836","translationSpeed":"0.0166217547141691","size":"(23,35)"},{"center":"(1004.5,417.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"36.9132","viewed":"4.527692569068709","rotationSpeed":"0","translationSpeed":"0.384869510313278","size":"(4,18)"}]
T=219.08355 || screenImage=frame3319.png	[{"center":"(762.5,421.5)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"22.9589","viewed":"5.522680508593631","rotationSpeed":"0","translationSpeed":"0","size":"(1526,636)"}]
T=219.1012 || screenImage=frame3319.png	[{"center":"(762.5,421.5)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"22.9589","viewed":"5.522680508593631","rotationSpeed":"0","translationSpeed":"0","size":"(1526,636)"}]
T=219.1362 || screenImage=frame3320.png	[{"center":"(765.5,424.5)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"22.98449","viewed":"7.905694150420948","rotationSpeed":"0","translationSpeed":"0","size":"(1532,630)"}]
T=219.1712 || screenImage=frame3320.png	[{"center":"(765.5,424.5)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"22.98449","viewed":"6.041522986797286","rotationSpeed":"0","translationSpeed":"0","size":"(1532,630)"}]
T=219.2062 || screenImage=frame3321.png	[{"center":"(764.0,427.5)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"23.01368","viewed":"8.902246907382429","rotationSpeed":"0","translationSpeed":"0","size":"(1529,624)"}]
T=219.29194999999999 || screenImage=frame3322.png	[{"center":"(749.5,430.5)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"23.03835","viewed":"9.192388155425117","rotationSpeed":"0","translationSpeed":"0","size":"(1500,618)"}]
T=220.48365 || screenImage=frame3343.png	[{"center":"(1244.0,436.0)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"13.27448","viewed":"1.4142135623730951","rotationSpeed":"0","translationSpeed":"0.105187803322898","size":"(373,147)"}]
T=220.4988 || screenImage=frame3343.png	[{"center":"(1244.0,436.0)","visible":"true","name":"Bulldozer B10 N080211","cameraDistance":"13.27448","viewed":"0.0","rotationSpeed":"0","translationSpeed":"0.105187803322898","size":"(373,147)"}]
T=224.9475 || screenImage=frame3419.png	[{"center":"(1161.0,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.28599","viewed":"6.082762530298219","rotationSpeed":"4.53517342737148","translationSpeed":"0.0176845418581924","size":"(53,45)"}]
T=225.0042 || screenImage=frame3420.png	[{"center":"(1162.0,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.23696","viewed":"3.0","rotationSpeed":"4.0158393479559","translationSpeed":"0.0147615019210285","size":"(55,45)"}]
T=225.019 || screenImage=frame3420.png	[{"center":"(1162.0,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.23696","viewed":"6.324555320336759","rotationSpeed":"4.0158393479559","translationSpeed":"0.0147615019210285","size":"(55,45)"}]
T=225.0338 || screenImage=frame3420.png	[{"center":"(1162.0,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.23696","viewed":"3.1622776601683795","rotationSpeed":"4.0158393479559","translationSpeed":"0.0147615019210285","size":"(55,45)"}]
T=225.0672 || screenImage=frame3421.png	[{"center":"(1163.5,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.18629","viewed":"2.0615528128088303","rotationSpeed":"4.09107525951154","translationSpeed":"0.0142439528646157","size":"(58,45)"}]
T=225.1015 || screenImage=frame3421.png	[{"center":"(1163.5,453.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.18629","viewed":"2.692582403567252","rotationSpeed":"4.09107525951154","translationSpeed":"0.0142439528646157","size":"(58,45)"}]
T=225.1358 || screenImage=frame3422.png	[{"center":"(1165.0,453.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.13474","viewed":"6.264982043070834","rotationSpeed":"4.31372282333278","translationSpeed":"0.0142631658769802","size":"(61,46)"}]
T=225.1988 || screenImage=frame3423.png	[{"center":"(1165.5,453.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.08457","viewed":"9.192388155425117","rotationSpeed":"4.43591393687309","translationSpeed":"0.0139103842062358","size":"(64,46)"}]
T=225.2861 || screenImage=frame3424.png	[{"center":"(1167.0,454.0)","visible":"true","name":"Worker Ham 2","cameraDistance":"12.03671","viewed":"8.06225774829855","rotationSpeed":"4.04107694469162","translationSpeed":"0.0120425481071214","size":"(67,47)"}]
T=225.5224 || screenImage=frame3429.png	[{"center":"(1179.5,455.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"11.78685","viewed":"9.192388155425117","rotationSpeed":"4.08888735159657","translationSpeed":"0.00932776505265791","size":"(72,48)"}]
T=225.5497 || screenImage=frame3429.png	[{"center":"(1179.5,455.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"11.78685","viewed":"8.276472678623424","rotationSpeed":"4.08888735159657","translationSpeed":"0.00932776505265791","size":"(72,48)"}]
T=225.6478 || screenImage=frame3431.png	[{"center":"(1185.5,456.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"11.68589","viewed":"8.514693182963201","rotationSpeed":"4.48334923600365","translationSpeed":"0.00913495654161021","size":"(74,50)"}]
T=225.69715000000002 || screenImage=frame3432.png	[{"center":"(1187.5,456.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"11.63791","viewed":"7.7781745930520225","rotationSpeed":"4.42819836638079","translationSpeed":"0.00856957047721559","size":"(74,50)"}]
T=225.7117 || screenImage=frame3432.png	[{"center":"(1187.5,456.5)","visible":"true","name":"Worker Ham 2","cameraDistance":"11.63791","viewed":"7.106335201775948","rotationSpeed":"4.42819836638079","translationSpeed":"0.00856957047721559","size":"(74,50)"}]
T=226.1757 || screenImage=frame3440.png	[{"center":"(1369.5,389.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"38.06507","viewed":"8.860022573334675","rotationSpeed":"0","translationSpeed":"0","size":"(16,32)"}]
T=226.1857 || screenImage=frame3440.png	[{"center":"(1369.5,389.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"38.06507","viewed":"7.3824115301167","rotationSpeed":"0","translationSpeed":"0","size":"(16,32)"}]
T=226.6873 || screenImage=frame3449.png	[{"center":"(1384.0,388.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.6831","viewed":"1.0","rotationSpeed":"0","translationSpeed":"0","size":"(17,33)"}]
T=226.7751 || screenImage=frame3450.png	[{"center":"(1386.0,388.0)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.63977","viewed":"9.848857801796104","rotationSpeed":"0","translationSpeed":"0","size":"(17,33)"}]
T=227.1672 || screenImage=frame3457.png	[{"center":"(1398.5,387.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.34703","viewed":"5.70087712549569","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=227.2007 || screenImage=frame3457.png	[{"center":"(1398.5,387.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.34703","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=227.2443 || screenImage=frame3458.png	[{"center":"(1400.5,387.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.30626","viewed":"4.301162633521313","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=227.2879 || screenImage=frame3459.png	[{"center":"(1401.5,387.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.26508","viewed":"7.905694150420948","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=227.3151 || screenImage=frame3459.png	[{"center":"(1401.5,387.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.26508","viewed":"7.905694150420948","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=227.35795000000002 || screenImage=frame3460.png	[{"center":"(1403.5,386.5)","visible":"true","name":"Worker stand N260412","cameraDistance":"37.22456","viewed":"6.041522986797286","rotationSpeed":"0","translationSpeed":"0","size":"(18,34)"}]
T=228.1642 || screenImage=frame3473.png	[{"center":"(1011.5,425.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"25.12225","viewed":"9.86154146165801","rotationSpeed":"0","translationSpeed":"0.513869697791996","size":"(12,35)"}]
T=229.291 || screenImage=frame3493.png	[{"center":"(1012.0,424.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"23.68797","viewed":"7.5","rotationSpeed":"0","translationSpeed":"0.462123031906506","size":"(13,38)"}]
T=231.7462 || screenImage=frame3530.png	[{"center":"(1012.5,426.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"21.0348","viewed":"4.924428900898052","rotationSpeed":"0","translationSpeed":"0.697444511072223","size":"(16,41)"}]
T=231.9881 || screenImage=frame3539.png	[{"center":"(1012.5,427.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"20.40698","viewed":"9.962429422585638","rotationSpeed":"0","translationSpeed":"0.501329086420212","size":"(16,43)"}]
T=232.56475 || screenImage=frame3549.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.71826","viewed":"7.280109889280518","rotationSpeed":"0","translationSpeed":"0.430117721717865","size":"(17,43)"}]
T=232.5776 || screenImage=frame3549.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.71826","viewed":"0.0","rotationSpeed":"0","translationSpeed":"0.430117721717865","size":"(17,43)"}]
T=232.59526666666665 || screenImage=frame3549.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.71826","viewed":"8.246211251235321","rotationSpeed":"0","translationSpeed":"0.430117721717865","size":"(17,43)"}]
T=232.61293333333333 || screenImage=frame3549.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.71826","viewed":"3.1622776601683795","rotationSpeed":"0","translationSpeed":"0.430117721717865","size":"(17,43)"}]
T=232.6306 || screenImage=frame3550.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.64342","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"0.511188967490854","size":"(17,43)"}]
T=232.6641 || screenImage=frame3550.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.64342","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"0.511188967490854","size":"(17,43)"}]
T=232.6976 || screenImage=frame3551.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.57137","viewed":"5.385164807134504","rotationSpeed":"0","translationSpeed":"0.53446301399158","size":"(17,43)"}]
T=232.71583333333334 || screenImage=frame3551.png	[{"center":"(1012.0,428.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"19.57137","viewed":"2.0","rotationSpeed":"0","translationSpeed":"0.53446301399158","size":"(17,43)"}]
T=233.8453 || screenImage=frame3571.png	[{"center":"(1011.0,428.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"18.21878","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0.497954842310576","size":"(19,42)"}]
T=233.9042 || screenImage=frame3572.png	[{"center":"(1010.5,428.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"18.15284","viewed":"7.516648189186454","rotationSpeed":"0","translationSpeed":"0.5039511248456","size":"(18,42)"}]
T=233.91750000000002 || screenImage=frame3572.png	[{"center":"(1010.5,428.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"18.15284","viewed":"8.631338250816034","rotationSpeed":"0","translationSpeed":"0.5039511248456","size":"(18,42)"}]
T=234.7307 || screenImage=frame3586.png	[{"center":"(799.5,422.0)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"33.47124","viewed":"4.6097722286464435","rotationSpeed":"0","translationSpeed":"0","size":"(1600,619)"}]
T=234.7577 || screenImage=frame3587.png	[{"center":"(799.5,422.0)","visible":"true","name":"Layer:0-Boundry-Wood","cameraDistance":"33.51339","viewed":"3.5","rotationSpeed":"0","translationSpeed":"0","size":"(1600,619)"}]
T=236.1551 || screenImage=frame3611.png	[{"center":"(759.5,422.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.655783","viewed":"4.949747468305833","rotationSpeed":"0","translationSpeed":"0.567665687535033","size":"(56,86)"}]
T=236.18110000000001 || screenImage=frame3612.png	[{"center":"(759.5,422.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.635837","viewed":"7.7781745930520225","rotationSpeed":"0","translationSpeed":"0.560332039130193","size":"(56,86)"}]
T=237.2336 || screenImage=frame3630.png	[{"center":"(758.5,426.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.368833","viewed":"1.5811388300841898","rotationSpeed":"0","translationSpeed":"0.796784274152119","size":"(58,78)"}]
T=237.24615 || screenImage=frame3631.png	[{"center":"(758.5,427.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.358485","viewed":"3.905124837953327","rotationSpeed":"0","translationSpeed":"0.688659106000247","size":"(58,77)"}]
T=237.4025 || screenImage=frame3633.png	[{"center":"(757.5,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.338514","viewed":"5.522680508593631","rotationSpeed":"0","translationSpeed":"0.663832839072227","size":"(58,76)"}]
T=237.4324 || screenImage=frame3634.png	[{"center":"(757.0,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.328402","viewed":"7.566372975210778","rotationSpeed":"0","translationSpeed":"0.74400340966118","size":"(57,76)"}]
T=237.4477 || screenImage=frame3634.png	[{"center":"(757.0,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.328402","viewed":"9.394147114027968","rotationSpeed":"0","translationSpeed":"0.74400340966118","size":"(57,76)"}]
T=237.463 || screenImage=frame3634.png	[{"center":"(757.0,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.328402","viewed":"8.5","rotationSpeed":"0","translationSpeed":"0.74400340966118","size":"(57,76)"}]
T=237.4946 || screenImage=frame3635.png	[{"center":"(756.5,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.31894","viewed":"3.8078865529319543","rotationSpeed":"0","translationSpeed":"0.706393128599116","size":"(58,76)"}]
T=237.50705 || screenImage=frame3635.png	[{"center":"(756.5,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.31894","viewed":"5.522680508593631","rotationSpeed":"0","translationSpeed":"0.706393128599116","size":"(58,76)"}]
T=237.5195 || screenImage=frame3635.png	[{"center":"(756.5,427.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.31894","viewed":"5.70087712549569","rotationSpeed":"0","translationSpeed":"0.706393128599116","size":"(58,76)"}]
T=237.55 || screenImage=frame3636.png	[{"center":"(756.0,428.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.309568","viewed":"7.0710678118654755","rotationSpeed":"0","translationSpeed":"0.7252031532667","size":"(57,75)"}]
T=237.5794 || screenImage=frame3636.png	[{"center":"(756.0,428.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.309568","viewed":"9.433981132056603","rotationSpeed":"0","translationSpeed":"0.7252031532667","size":"(57,75)"}]
T=237.6337 || screenImage=frame3637.png	[{"center":"(755.5,428.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.300534","viewed":"7.566372975210778","rotationSpeed":"0","translationSpeed":"0.67971891863705","size":"(58,75)"}]
T=237.6892 || screenImage=frame3638.png	[{"center":"(755.0,429.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.291175","viewed":"5.0990195135927845","rotationSpeed":"0","translationSpeed":"0.74365119496778","size":"(57,75)"}]
T=237.7029 || screenImage=frame3639.png	[{"center":"(754.5,429.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.282306","viewed":"8.514693182963201","rotationSpeed":"0","translationSpeed":"0.717437298190283","size":"(58,76)"}]
T=237.7166 || screenImage=frame3639.png	[{"center":"(754.5,429.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.282306","viewed":"7.905694150420948","rotationSpeed":"0","translationSpeed":"0.717437298190283","size":"(58,76)"}]
T=237.7315 || screenImage=frame3639.png	[{"center":"(754.5,429.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.282306","viewed":"6.519202405202649","rotationSpeed":"0","translationSpeed":"0.717437298190283","size":"(58,76)"}]
T=237.7464 || screenImage=frame3639.png	[{"center":"(754.5,429.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.282306","viewed":"6.670832032063167","rotationSpeed":"0","translationSpeed":"0.717437298190283","size":"(58,76)"}]
T=237.7613 || screenImage=frame3640.png	[{"center":"(754.0,430.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.273561","viewed":"8.246211251235321","rotationSpeed":"0","translationSpeed":"0.71284021184903","size":"(57,75)"}]
T=237.7913 || screenImage=frame3640.png	[{"center":"(754.0,430.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.273561","viewed":"7.0710678118654755","rotationSpeed":"0","translationSpeed":"0.71284021184903","size":"(57,75)"}]
T=237.80625 || screenImage=frame3640.png	[{"center":"(754.0,430.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.273561","viewed":"3.605551275463989","rotationSpeed":"0","translationSpeed":"0.71284021184903","size":"(57,75)"}]
T=237.8212 || screenImage=frame3641.png	[{"center":"(753.5,430.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.264862","viewed":"4.301162633521313","rotationSpeed":"0","translationSpeed":"0.662827870471673","size":"(58,76)"}]
T=237.8793 || screenImage=frame3642.png	[{"center":"(752.5,431.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.255568","viewed":"9.7082439194738","rotationSpeed":"0","translationSpeed":"0.745387032328463","size":"(58,75)"}]
T=237.9086 || screenImage=frame3642.png	[{"center":"(752.5,431.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.255568","viewed":"8.73212459828649","rotationSpeed":"0","translationSpeed":"0.745387032328463","size":"(58,75)"}]
T=237.9379 || screenImage=frame3643.png	[{"center":"(752.0,431.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.246713","viewed":"4.6097722286464435","rotationSpeed":"0","translationSpeed":"0.711373984791354","size":"(57,76)"}]
T=237.9663 || screenImage=frame3643.png	[{"center":"(752.0,431.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.246713","viewed":"4.5","rotationSpeed":"0","translationSpeed":"0.711373984791354","size":"(57,76)"}]
T=237.98416666666665 || screenImage=frame3644.png	[{"center":"(751.0,432.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.237864","viewed":"7.211102550927978","rotationSpeed":"0","translationSpeed":"0.728003378783601","size":"(57,75)"}]
T=238.1268 || screenImage=frame3646.png	[{"center":"(749.5,433.0)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.220231","viewed":"7.0178344238090995","rotationSpeed":"0","translationSpeed":"0.718581754158517","size":"(58,75)"}]
T=238.1522 || screenImage=frame3647.png	[{"center":"(748.5,433.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.211371","viewed":"7.106335201775948","rotationSpeed":"0","translationSpeed":"0.718186759763483","size":"(58,76)"}]
T=238.3254 || screenImage=frame3650.png	[{"center":"(746.0,434.5)","visible":"true","name":"Yellow Worker 5","cameraDistance":"8.18423","viewed":"9.013878188659973","rotationSpeed":"0","translationSpeed":"0.71430940565143","size":"(57,76)"}]
T=239.0763 || screenImage=frame3663.png	[{"center":"(1009.5,427.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"12.50754","viewed":"8.902246907382429","rotationSpeed":"0","translationSpeed":"0.461338293542183","size":"(26,45)"}]
T=239.1865 || screenImage=frame3664.png	[{"center":"(1008.5,426.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"12.44256","viewed":"8.276472678623424","rotationSpeed":"0","translationSpeed":"0.586440029695304","size":"(26,46)"}]
T=239.2136 || screenImage=frame3665.png	[{"center":"(1007.5,426.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"12.38447","viewed":"5.1478150704935","rotationSpeed":"0","translationSpeed":"0.50461426822333","size":"(26,46)"}]
T=239.23123333333334 || screenImage=frame3665.png	[{"center":"(1007.5,426.5)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"12.38447","viewed":"4.743416490252569","rotationSpeed":"0","translationSpeed":"0.50461426822333","size":"(26,46)"}]
T=240.2602 || screenImage=frame3683.png	[{"center":"(977.0,425.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"11.35652","viewed":"5.656854249492381","rotationSpeed":"0","translationSpeed":"0.392392204102903","size":"(27,49)"}]
T=240.2926 || screenImage=frame3684.png	[{"center":"(977.5,425.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"11.31782","viewed":"9.340770846134703","rotationSpeed":"0","translationSpeed":"0.418153316771744","size":"(26,49)"}]
T=240.71065 || screenImage=frame3691.png	[{"center":"(973.5,426.0)","visible":"true","name":"WorkerSmoking 2","cameraDistance":"11.05197","viewed":"9.12414379544733","rotationSpeed":"0","translationSpeed":"0.3976961025744","size":"(28,47)"}]
T=245.0776 || screenImage=frame3765.png	[{"center":"(860.5,369.5)","visible":"true","name":"Car kraz N220114","cameraDistance":"1.894368","viewed":"2.5495097567963922","rotationSpeed":"9.05896701699769","translationSpeed":"0.572126445768085","size":"(1478,740)"}]
T=246.8118 || screenImage=frame3795.png	[{"center":"(1410.5,430.0)","visible":"true","name":"White worker 2","cameraDistance":"33.12781","viewed":"9.17877987534291","rotationSpeed":"0","translationSpeed":"0","size":"(30,37)"}]
T=246.8176 || screenImage=frame3795.png	[{"center":"(1410.5,430.0)","visible":"true","name":"White worker 2","cameraDistance":"33.12781","viewed":"9.604686356149273","rotationSpeed":"0","translationSpeed":"0","size":"(30,37)"}]
T=246.8577 || screenImage=frame3798.png	[{"center":"(1361.0,426.5)","visible":"true","name":"White worker 2","cameraDistance":"33.04552","viewed":"2.692582403567252","rotationSpeed":"0","translationSpeed":"0","size":"(27,34)"}]
T=247.1013 || screenImage=frame3799.png	[{"center":"(1361.5,433.5)","visible":"true","name":"Yellow Worker 4","cameraDistance":"17.53193","viewed":"8.276472678623424","rotationSpeed":"0","translationSpeed":"0.402938565980283","size":"(70,102)"}]
T=247.19165 || screenImage=frame3800.png	[{"center":"(1333.5,425.0)","visible":"true","name":"White worker 2","cameraDistance":"32.98978","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0","size":"(24,33)"}]
T=247.282 || screenImage=frame3801.png	[{"center":"(1317.0,424.5)","visible":"true","name":"White worker 2","cameraDistance":"32.96333","viewed":"3.0413812651491097","rotationSpeed":"0","translationSpeed":"0","size":"(23,34)"}]
T=247.3212 || screenImage=frame3802.png	[{"center":"(1308.0,424.5)","visible":"true","name":"White worker 2","cameraDistance":"32.93385","viewed":"3.3541019662496847","rotationSpeed":"0","translationSpeed":"0","size":"(23,34)"}]
T=247.3563 || screenImage=frame3803.png	[{"center":"(1304.5,430.0)","visible":"true","name":"Yellow Worker 4","cameraDistance":"17.40198","viewed":"8.73212459828649","rotationSpeed":"0","translationSpeed":"0.390005730601231","size":"(62,97)"}]
T=247.8512 || screenImage=frame3813.png	[{"center":"(1530.5,369.5)","visible":"true","name":"Truck N260213","cameraDistance":"18.28127","viewed":"8.276472678623424","rotationSpeed":"0","translationSpeed":"0.0658785815672992","size":"(138,218)"}]
T=247.99 || screenImage=frame3815.png	[{"center":"(1509.5,369.5)","visible":"true","name":"Truck N260213","cameraDistance":"18.24208","viewed":"9.513148795220223","rotationSpeed":"0","translationSpeed":"0.0661825905040035","size":"(180,208)"}]
